id;isbn;title;authors;language;avg-rating
5980;1401204589;Identity Crisis;Brad Meltzer, Rags Morales, Michael Bair, Joss Whedon;eng;4.03
5981;375870415;Unspoken (The Lynburn Legacy, #1);Sarah Rees Brennan;eng;3.85
5982;2290032042;Rama II (Rama, #2);Arthur C. Clarke, Gentry Lee;fre;3.66
5983;186046095X;The Gospel According to Jesus Christ;José Saramago;eng;4.26
5984;316123080;Who Could That Be at This Hour? (All the Wrong Questions, #1);Lemony Snicket, Seth;en-US;3.83
5985;61797057;The Calling (Darkness Rising, #2);Kelley Armstrong;eng;4.1
5986;159582748X;Avatar: The Last Airbender: The Lost Adventures;Bryan Konietzko, Michael Dante DiMartino, Aaron Ehasz, Alison Wilgus, Amy Kim Ganter, Brian Ralph, Corey Lewis, Dave Roman, Elsa Garagarza, Ethan Spaulding, Frank Pittarese, Gurihiru, J. Torres, Joaquim Dos Santos, Johane Matte, John O'Bryan, Joshua Hamilton, Justin Ridge, Kaite Mattila, May Chan, Rawles Marie Lumumba, Reagan Lodge, Tim Hedrick, Tom McWeeney;en-US;4.41
5987;;Hidden;Catherine McKenzie;eng;3.44
5988;1416916172;Five Little Peppers and How They Grew;Margaret Sidney;eng;4.03
5989;1599903229;Princess of the Midnight Ball (The Princesses of Westfalin Trilogy, #1);Jessica Day George;eng;3.92
5990;;الطنطورية;Radwa Ashour, رضوى عاشور;ara;4.32
5991;140505393;Miss Rumphius;Barbara Cooney;eng;4.45
5992;20306652;Ball Four;Jim Bouton;eng;3.99
5993;140120256X;Fables, Vol. 3: Storybook Love;Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean;eng;4.15
5994;9580469717;Aura;Carlos Fuentes;eng;3.8
5995;006074104X;The Dance Of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships;Harriet Lerner;en-US;4.02
5996;393325350;A Random Walk Down Wall Street;Burton G. Malkiel;eng;4.05
5997;1439178232;Forget You;Jennifer Echols;eng;3.79
5998;098870742X;Wanted (Wanted, #1);Kelly Elliott;en-US;3.98
5999;330247042;Marathon Man;William Goldman;eng;4.11
6000;1607515423;The Apothecary's Daughter;Julie Klassen;eng;3.79
6001;;Rock the Heart (Black Falcon, #1);Michelle A. Valentine;eng;4.01
6002;345313151;Bearing an Hourglass (Incarnations of Immortality, #2);Piers Anthony;en-US;3.94
6003;698113578;The Five Chinese Brothers;Claire Huchet Bishop, Kurt Wiese;eng;4.18
6004;615417175;Providence (Providence, #1);Jamie McGuire;eng;4.0
6005;345418506;The Source of Magic (Xanth, #2);Piers Anthony;;3.86
6006;64440583;Days with Frog and Toad (Frog and Toad, #4);Arnold Lobel;eng;4.24
6007;679747192;Cities of the Plain (The Border Trilogy, #3);Cormac McCarthy;;4.07
6008;;Captive Prince (Captive Prince, #1);C.S. Pacat;eng;3.98
6009;006083577X;The King of Attolia (The Queen's Thief, #3);Megan Whalen Turner;eng;4.37
6010;786854448;Disney after Dark (Kingdom Keepers, #1);Ridley Pearson, David Frankland;;3.91
6011;393320928;What Do You Care What Other People Think?;Richard Feynman;eng;4.28
6012;241141826;Skippy Dies;Paul Murray;eng;3.72
6013;671721720;The Honor of the Queen (Honor Harrington, #2);David Weber;;4.21
6014;671729462;My Sweet Audrina (Audrina, #1);V.C. Andrews;;3.92
6015;;The Atlantis World (The Origin Mystery, #3);A.G. Riddle;eng;3.93
6016;;Embrace (The Violet Eden Chapters, #1);Jessica Shirvington;eng;4.01
6017;61043583;Unnatural Death (Lord Peter Wimsey, #3);Dorothy L. Sayers;eng;4.11
6018;1559360615;Angels in America, Part One: Millennium Approaches;Tony Kushner;en-US;4.27
6019;385341326;My Best Friend's Girl;Dorothy Koomson;;4.02
6020;038077352X;Dreaming of You (The Gamblers, #2);Lisa Kleypas;en-US;4.22
6021;375758739;Comfort Me with Apples: More Adventures at the Table;Ruth Reichl;eng;4.02
6022;679601082;The Complete Poems;John Keats;eng;4.24
6023;671011332;Almost Heaven (Sequels, #3);Judith McNaught;eng;4.33
6024;143017861;Three Day Road;Joseph Boyden;eng;4.31
6025;752852612;Red Harvest;Dashiell Hammett;eng;4.0
6026;;Trust in Me (Wait for You, #1.5);J. Lynn, Jennifer L. Armentrout;eng;4.27
6027;1421502410;Naruto, Vol. 11: Impassioned Efforts (Naruto, #11);Masashi Kishimoto, Frances Wall;eng;4.5
6028;446583146;One Summer;David Baldacci;en-US;3.72
6029;1416530711;Whitney, My Love (Westmoreland, #2);Judith McNaught;eng;4.19
6030;802132219;Train to Pakistan;Khushwant Singh;en-US;3.85
6031;;Jasper Jones;Craig Silvey;eng;4.06
6032;1572245379;The Untethered Soul: The Journey Beyond Yourself;Michael A. Singer;;4.27
6033;159448600X;A Brief History of Seven Killings;Marlon James;eng;3.86
6034;525421556;Hold Still;Nina LaCour;en-US;3.99
6035;671702513;The Prize;Julie Garwood;eng;4.22
6036;1455507199;The Middlesteins;Jami Attenberg;eng;3.42
6037;067443000X;Capital in the Twenty-First Century;Thomas Piketty, Arthur Goldhammer;eng;4.01
6038;316159433;Flyboys: A True Story of Courage;James D. Bradley;;4.15
6039;067122350X;Eloise ;Kay Thompson, Hilary Knight;eng;4.2
6040;857532014;The Screaming Staircase (Lockwood & Co., #1);Jonathan Stroud;eng;4.19
6041;804138818;Summer House with Swimming Pool;Herman Koch;eng;3.39
6042;375724672;True History of the Kelly Gang;Peter Carey;en-US;3.8
6043;006008216X;Get Shorty (Chili Palmer, #1);Elmore Leonard;eng;3.95
6044;1476740488;One Tiny Lie (Ten Tiny Breaths, #2);K.A. Tucker;eng;4.3
6045;451523482;The Day of the Locust;Nathanael West, Alfred Kazin;eng;3.78
6046;679747044;Genius: The Life and Science of Richard Feynman;James Gleick;eng;4.16
6047;312360401;Honolulu;Alan Brennert;;4.02
6048;553588451;Full Moon Rising (Riley Jenson Guardian #1);Keri Arthur;eng;3.89
6049;375414959;Bridge of Sighs;Richard Russo;;3.79
6050;340752483;Winter Solstice;Rosamunde Pilcher;eng;4.15
6051;1423165993;United We Spy (Gallagher Girls, #6);Ally Carter;eng;4.44
6052;045123054X;The Morganville Vampires, Volume 1 (The Morganville Vampires, #1-2);Rachel Caine;eng;4.36
6053;439680093;Raven's Gate (The Gatekeepers, #1);Anthony Horowitz;;3.9
6054;374292086;Wolf in White Van;John Darnielle;eng;3.72
6055;449912426;Three Comrades;Erich Maria Remarque;eng;4.48
6056;1423134494;Bloody Valentine (Blue Bloods, #5.5);Melissa de la Cruz;en-US;3.98
6057;375500723;The Heart of a Woman;Maya Angelou;eng;4.19
6058;;Chrzest ognia (Saga o Wiedźminie, #5);Andrzej Sapkowski;pol;4.36
6059;316070629;Alex Cross's Trial (Alex Cross, #15);James Patterson, Richard DiLallo;eng;3.92
6060;385524382;Sway: The Irresistible Pull of Irrational Behavior;Ori Brafman, Rom Brafman;en-US;3.75
6061;27436292;King of the Wind: The Story of the Godolphin Arabian;Marguerite Henry, Wesley Dennis;eng;4.19
6062;1451636016;Waking Up: A Guide to Spirituality Without Religion;Sam Harris;eng;3.87
6063;192835149;The Call of the Wild, White Fang and Other Stories;Jack London;eng;3.97
6064;140277447;The Rape of Nanking;Iris Chang;eng;4.08
6065;670020532;Why Evolution Is True;Jerry A. Coyne;;4.15
6066;743271327;Brokeback Mountain;Annie Proulx;en-US;3.93
6067;380782340;Nobody's Baby But Mine (Chicago Stars, #3);Susan Elizabeth Phillips;eng;4.06
6068;1250010098;Keep Quiet;Lisa Scottoline;eng;3.76
6069;033041335X;Sons of Fortune;Jeffrey Archer;eng;3.83
6070;374266514;The Solitaire Mystery: A Novel About Family and Destiny;Jostein Gaarder, Sarah Jane Hails;eng;4.16
6071;762447699;You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life;Jen Sincero;;4.04
6072;755328175;Rumour Has It;Jill Mansell;eng;3.83
6073;425208435;Dragon Tears;Dean Koontz;;3.72
6074;316123404;Surface Detail (Culture #9);Iain M. Banks;eng;4.22
6075;;The Mating  (Law of the Lycans, #2);Nicky Charles;eng;4.02
6076;440240948;The Gates of Rome (Emperor, #1);Conn Iggulden;eng;4.16
6077;1607069458;Rat Queens, Vol. 1: Sass & Sorcery;Kurtis J. Wiebe, Roc Upchurch;eng;4.2
6078;425173747;Curtain (Hercule Poirot, #39);Agatha Christie;eng;4.05
6079;1594480036;Grass for His Pillow (Tales of the Otori, #2);Lian Hearn;;4.01
6080;345495934;Swallowing Darkness (Merry Gentry, #7);Laurell K. Hamilton;en-US;4.13
6081;;The Fixed Trilogy (Fixed, #1-3);Laurelin Paige;eng;4.35
6082;316250813;California;Edan Lepucki;eng;3.22
6083;552144312;Guards! Guards!: The Play;Stephen Briggs, Terry Pratchett;en-GB;4.35
6084;786818697;The Pigeon Finds a Hot Dog!;Mo Willems;en-US;4.35
6085;080417766X;Aftermath (Star Wars: Aftermath, #1);Chuck Wendig;eng;3.15
6086;60776250;Vampireville (Vampire Kisses, #3);Ellen Schreiber;en-GB;3.92
6087;7120699;Hercule Poirot's Christmas (Hercule Poirot, #20);Agatha Christie;eng;3.9
6088;525953612;Mrs. Lincoln's Dressmaker;Jennifer Chiaverini;eng;3.41
6089;9953320993;الرحيق المختوم;Safiy al-Rahman al-Mubarakfuri;ara;4.57
6090;307460207;The Baker's Daughter;Sarah McCoy;eng;3.94
6091;;The Shadows (Black Dagger Brotherhood, #13);J.R. Ward;en-US;4.29
6092;823404706;Little Red Riding Hood;Trina Schart Hyman, Johann Grimm, Wilhelm Grimm;eng;4.11
6093;439995442;Captain Underpants and the Attack of the Talking Toilets (Captain Underpants, #2);Dav Pilkey;en-GB;3.99
6094;857203312;Ghost Boy;Martin Pistorius, Megan Lloyd Davies;eng;3.96
6095;804137382;Essentialism: The Disciplined Pursuit of Less;Greg McKeown;eng;3.99
6096;743249291;Wideacre  (The Wideacre Trilogy, #1);Philippa Gregory;eng;3.28
6097;141311290;The Magic Finger (Young Puffin Developing Reader);Roald Dahl, Quentin Blake;eng;3.66
6098;;If I Were You (Inside Out, #1);Lisa Renee Jones;eng;4.14
6099;;Beautifully Damaged (Beautifully Damaged, #1);L.A. Fiore;eng;3.99
6100;;Wethering the Storm (The Storm, #2);Samantha Towle;eng;4.33
6101;872201929;Meditations on First Philosophy;René Descartes, Donald A. Cress;eng;3.69
6102;749748001;The Enchanted Wood (The Faraway Tree, #1);Enid Blyton;eng;4.24
6103;;Forever Black (Forever, #1);Sandi Lynn;eng;3.99
6104;1592243002;Daisy Miller;Henry James;;3.36
6105;1401340873;Arcadia;Lauren Groff;eng;3.65
6106;307444058;Pat the Bunny;Dorothy Kunhardt;;4.06
6107;345528697;The Swans of Fifth Avenue;Melanie Benjamin;eng;3.58
6108;1591828783;Cardcaptor Sakura, Vol. 1 (Cardcaptor Sakura, #1);CLAMP, Maria Simpson;eng;4.3
6109;60525126;Size 14 Is Not Fat Either (Heather Wells, #2);Meg Cabot;eng;3.83
6110;61997188;The Pioneer Woman Cooks: Food from My Frontier ;Ree Drummond;eng;4.31
6111;;Defiance (Significance, #3);Shelly Crane;eng;4.31
6112;061808360X;Gorillas in the Mist;Dian Fossey;en-US;4.16
6113;451210638;A Case of Need;Jeffery Hudson, Michael Crichton;en-US;3.6
6114;805097457;The Love Affairs of Nathaniel P.;Adelle Waldman;en-CA;3.3
6115;;Revealed (House of Night, #11);P.C. Cast, Kristin Cast;eng;3.81
6116;;We're All Damaged;Matthew Norman;eng;3.85
6117;312374976;Sworn to Silence (Kate Burkholder, #1);Linda Castillo;eng;4.0
6118;425256227;Magic Breaks (Kate Daniels, #7);Ilona Andrews;eng;4.52
6119;413771008;The Seagull;Anton Chekhov, Michael Frayn;eng;3.92
6120;4103534257;1Q84 BOOK 3 (1Q84, #3);Haruki Murakami, 村上 春樹;jpn;3.86
6121;330418874;Boy Meets Girl (Boy, #2);Meg Cabot;eng;3.82
6122;60097477;Dancing in My Nuddy-Pants (Confessions of Georgia Nicolson, #4);Louise Rennison;eng;4.01
6123;345413997;The Door Into Summer;Robert A. Heinlein;eng;4.0
6124;316011274;Luna;Julie Anne Peters;en-US;3.86
6125;1400077915;Runaway;Alice Munro;eng;3.98
6126;1841494186;Matter (Culture, #8);Iain M. Banks;eng;4.03
6127;;Leo;Mia Sheridan;eng;4.06
6128;393310329;Maurice;E.M. Forster;eng;4.02
6129;1441836314;New York to Dallas (In Death, #33);J.D. Robb, Susan Ericksen;eng;4.42
6130;60080841;The Stepford Wives;Ira Levin;eng;3.71
6131;671890913;The Longest Day;Cornelius Ryan;eng;4.31
6132;60584033;Motor Mouth (Alex Barnaby #2);Janet Evanovich;en-US;3.66
6133;743437349;The Reality Bug (Pendragon, #4);D.J. MacHale;eng;4.15
6134;446195510;True Blue;David Baldacci;eng;3.84
6135;553561189;Mistress of the Empire (The Empire Trilogy, #3);Raymond E. Feist, Janny Wurts;en-US;4.29
6136;62117181;Defiance (Defiance #1);C.J. Redwine;eng;3.69
6137;316376116;Winter Street (Winter, #1);Elin Hilderbrand;eng;3.67
6138;448095025;The Hidden Staircase (Nancy Drew #2);Carolyn Keene, Mildred Benson;en-US;3.94
6139;449205622;Captains and the Kings;Taylor Caldwell;eng;4.11
6140;62073125;The Fallen Angel (Gabriel Allon, #12);Daniel Silva;eng;4.17
6141;185549664X;Harry Potter and the Order of the Phoenix (Harry Potter, #5, Part 1);J.K. Rowling;;4.56
6142;310247527;One Tuesday Morning (9/11, #1);Karen Kingsbury;eng;4.41
6143;425241130;Hit List (Anita Blake, Vampire Hunter #20);Laurell K. Hamilton;eng;3.92
6144;413772195;Interesting Times: The Play;Stephen Briggs, Terry Pratchett;eng;4.1
6145;;The Wall of Winnipeg and Me;Mariana Zapata;eng;4.34
6146;1416516743;Let Me Call You Sweetheart;Mary Higgins Clark;eng;3.84
6147;385341598;The Onion Field;Joseph Wambaugh;;4.13
6148;743233492;Break No Bones (Temperance Brennan, #9);Kathy Reichs;en-US;3.95
6149;1583334386;The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It;Kelly McGonigal;eng;4.11
6150;345457714;Broken Angels (Takeshi Kovacs, #2);Richard K. Morgan;eng;4.0
6151;038533947X;Beyond Reach (Grant County, #6);Karin Slaughter;eng;4.19
6152;765328542;Fuzzy Nation;John Scalzi;en-US;4.1
6153;449221512;I is for Innocent (Kinsey Millhone, #9);Sue Grafton;en-US;3.9
6154;2020418770;V.;Thomas Pynchon;fre;3.97
6155;1593080212;Heart of Darkness and Selected Short Fiction;Joseph Conrad, A. Michael Matin;en-US;3.75
6156;671203231;Why I Am Not a Christian and Other Essays on Religion and Related Subjects;Bertrand Russell, Paul  Edwards;eng;4.03
6157;375725342;The Art of Travel;Alain de Botton;;3.81
6158;7162499;The Summer Garden (The Bronze Horseman, #3);Paullina Simons;eng;4.13
6159;316407135;Cross Justice (Alex Cross, #23);James Patterson;;4.22
6160;9645571766;عقاید یک دلقک;Heinrich Böll, محمد اسماعیل‌زاده;per;4.05
6161;812995201;The Weight of Blood;Laura McHugh;eng;3.73
6162;60531231;When He was Wicked (Bridgertons, #6);Julia Quinn;eng;4.03
6163;399157867;V is for Vengeance (Kinsey Millhone, #22);Sue Grafton;en-US;3.93
6164;689839057;Among the Betrayed (Shadow Children, #3);Margaret Peterson Haddix;en-US;4.06
6165;399154302;Spook Country (Blue Ant, #2);William Gibson;en-US;3.66
6166;069109750X;The I Ching or Book of Changes;Anonymous, Richard Wilhelm, Cary F. Baynes, C.G. Jung;eng;4.18
6167;1419151126;The 39 Steps (Richard Hannay, #1);John Buchan;;3.6
6168;307267679;Blue Nights;Joan Didion;eng;3.75
6169;765312182;Blindsight (Firefall, #1);Peter Watts;eng;3.99
6170;052595421X;Paddle Your Own Canoe: One Man's Fundamentals for Delicious Living;Nick Offerman;eng;3.64
6171;1401228305;American Vampire, Vol. 1;Scott Snyder, Stephen King, Rafael Albuquerque;eng;3.98
6172;399155279;Heat Lightning (Virgil Flowers, #2);John Sandford;eng;4.16
6173;140447601;Democracy in America ;Alexis de Tocqueville, Isaac Kramnick, Gerald Bevan;eng;3.99
6174;440220459;Drop Shot (Myron Bolitar #2);Harlan Coben;eng;3.92
6175;316016659;The Lake of Souls (Cirque Du Freak, #10);Darren Shan;;4.19
6176;;Find You in the Dark (Find You in the Dark, #1);A. Meredith Walters;eng;3.98
6177;399155430;The School of Essential Ingredients;Erica Bauermeister;en-US;3.78
6178;1466266732;Intuition (The Premonition, #2);Amy A. Bartol;en-US;4.29
6179;7271212;Azincourt;Bernard Cornwell;en-GB;4.11
6180;2264022442;Paddy Clarke Ha Ha Ha;Roddy Doyle;;3.75
6181;449911594;Dinner at the Homesick Restaurant;Anne Tyler;eng;3.82
6182;671729446;Heaven (Casteel, #1);V.C. Andrews;eng;4.01
6183;439545307;Charlie Bone and the Hidden King (The Children of the Red King, #5);Jenny Nimmo;;3.98
6184;99461889;Money;Martin Amis;en-GB;3.71
6185;743484207;Secret Prey (Lucas Davenport, #9);John Sandford;en-GB;4.25
6186;1600100295;The Complete Clive Barker's The Great And Secret Show;Chris Ryall, Gabriel Rodríguez, Clive Barker;eng;4.21
6187;755334434;His Last Bow: 8 Stories;Arthur Conan Doyle;eng;4.27
6188;553580272;House Atreides (Prelude to Dune #1);Brian Herbert, Kevin J. Anderson;eng;3.69
6189;000710653X;Charmed Life (Chrestomanci, #1);Diana Wynne Jones;eng;3.95
6190;140436111;The Pickwick Papers;Charles Dickens;eng;3.82
6191;307377040;Netherland;Joseph O'Neill;eng;3.4
6192;345460065;The Romanov Prophecy;Steve Berry;eng;3.9
6193;446556823;Ecstasy Unveiled (Demonica #4);Larissa Ione;eng;4.36
6194;374280967;The Uncommon Reader;Alan Bennett;eng;3.82
6195;805210644;Amerika;Franz Kafka, بهرام مقدادی;eng;3.73
6196;971977550;30 Days of Night, Vol. 1;Steve Niles, Ben Templesmith;;3.81
6197;60827696;Sunset (Warriors: The New Prophecy, #6);Erin Hunter;en-US;4.35
6198;;النبطي;يوسف زيدان, Youssef Ziedan;ara;3.43
6199;1565126297;When She Woke;Hillary Jordan;eng;3.67
6200;446321214;The Naked Face;Sidney Sheldon;eng;3.51
6201;60096152;Princess in Training (The Princess Diaries, #6);Meg Cabot;;3.7
6202;306816083;The Portable Atheist: Essential Readings for the Nonbeliever;Christopher Hitchens, Titus Lucretius Carus, Omar Khayyám, Thomas Hobbes, Baruch Spinoza, David Hume, James Boswell, Percy Bysshe Shelley, George Eliot, Charles Darwin, Leslie Stephen, Anatole France, Mark Twain, Joseph Conrad, Thomas Hardy, Emma Goldman, H.P. Lovecraft, Carl Van Doren, H.L. Mencken, Sigmund Freud, Albert Einstein, George Orwell, John Betjeman, Chapman Cohen, Bertrand Russell, Philip Larkin, Martin Gardner, Carl Sagan, John Updike, John Leslie Mackie, Michael Shermer, A.J. Ayer, Daniel C. Dennett, Charles Templeton, Richard Dawkins, Victor J. Stenger, Elizabeth S.  Anderson, Penn Jillette, Ian McEwan, Steven Weinberg, Salman Rushdie, Ibn Warraq, Sam Harris, A.C. Grayling, Ayaan Hirsi Ali, John Stuart Mill, Karl Marx;eng;4.02
6203;446556815;Sin Undone (Demonica #5);Larissa Ione;eng;4.35
6204;1570625190;The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism;Fritjof Capra;eng;3.96
6205;;Unbeautifully (Undeniable, #2);Madeline Sheehan;eng;4.38
6206;;The Girl With No Past;Kathryn Croft;en-US;3.59
6207;374104115;Acceptance (Southern Reach, #3);Jeff VanderMeer;eng;3.58
6208;;Lady Luck (Colorado Mountain, #3);Kristen Ashley;eng;4.44
6209;545140315;The Lonely Hearts Club (The Lonely Hearts Club, #1);Elizabeth Eulberg;eng;3.83
6210;074347418X;Ransom (Highlands' Lairds, #2);Julie Garwood;en-US;4.33
6211;7120818;The Big Four (Hercule Poirot, #5);Agatha Christie;eng;3.6
6212;7119305;Peril at End House (Hercule Poirot, #8);Agatha Christie;eng;3.89
6213;857522817;Disclaimer;Renée Knight;eng;3.58
6214;62240080;The Divergent Series 2-Book Collection (Divergent, #1-2);Veronica Roth;eng;4.56
6215;547577532;The Prague Cemetery;Umberto Eco, Richard Dixon;en-US;3.39
6216;1400069262;Beatrice and Virgil;Yann Martel;eng;3.13
6217;1569319022;Shaman King, Vol. 1: A Shaman in Tokyo;Hiroyuki Takei;eng;4.14
6218;765341840;From the Two Rivers: The Eye of the World, Part 1 (Wheel of time, #1-1);Robert Jordan;eng;4.26
6219;192861891;Hyperspace;Michio Kaku;eng;4.11
6220;393318486;How the Mind Works;Steven Pinker;eng;3.97
6221;;A Castle of Sand (A Shade of Vampire, #3);Bella Forrest;eng;4.1
6222;310266289;Leaving (Bailey Flanigan, #1);Karen Kingsbury;en-US;4.22
6223;142003239;Live and Let Die (James Bond, #2);Ian Fleming;eng;3.62
6224;545425123;The World of the Hunger Games (Hunger Games Trilogy);Kate Egan;en-US;4.48
6225;087220605X;Utilitarianism;John Stuart Mill, George Sher;eng;3.65
6226;1442444924;Winger (Winger, #1);Andrew  Smith;eng;4.08
6227;62294415;The Magic Strings of Frankie Presto;Mitch Albom;eng;4.32
6228;553392921;Fool's Quest  (The Fitz and The Fool, #2);Robin Hobb;eng;4.53
6229;684852586;Invasion of the Body Snatchers;Jack Finney;eng;3.88
6230;380732238;Smack;Melvin Burgess;en-US;3.87
6231;;Killing Patton: The Strange Death of World War II's Most Audacious General;Bill O'Reilly, Martin Dugard;eng;4.08
6232;312375069;The Devotion of Suspect X;Keigo Higashino, Alexander O. Smith;;4.05
6233;807218987;Charlie Bone and the Time Twister (The Children of the Red King, #2);Jenny Nimmo;;3.88
